,artist,date,id,image,painting
3795,? Giampietrino,1520,3804,http://nrs.harvard.edu/urn-3:VIT.BB:10522990,Madonna and Child
3796,After Correggio,1517,3805,http://nrs.harvard.edu/urn-3:VIT.BB:10586676,Madonna and Child with an angel
3797,Andrea da Firenze,1351,3806,http://nrs.harvard.edu/urn-3:VIT.BB:4454798,St. Matthew
3798,? Piero di Cosimo,1491,3807,http://nrs.harvard.edu/urn-3:VIT.BB:4893417,St Mary Magdalene
3799,"Formerly attributed to Cariani, Giovanni",1505,3808,http://nrs.harvard.edu/urn-3:VIT.BB:10594013,Resurrection
3800,"Circle of Savoldo, Giovanni Girolamo",1500,3809,http://nrs.harvard.edu/urn-3:VIT.BB:8747372,Group of figures
3801,"Gaddi, Agnolo",1369,3810,http://nrs.harvard.edu/urn-3:VIT.BB:4454848,Madonna and Child with six angels
3802,"Anonymous painter of Venice, 16th century",1501,3811,http://nrs.harvard.edu/urn-3:VIT.BB:10593911,Man writing
3803,"Anonymous painter of Siena, 14th century",1301,3812,http://nrs.harvard.edu/urn-3:VIT.BB:9450412,Madonna and Child
3804,"Larciani, Giovanni di Lorenzo",1501,3813,http://nrs.harvard.edu/urn-3:VIT.BB:10728531,Madonna and Child Enthroned with saints
3805,"Follower of Daddi, Bernardo",1326,3814,http://nrs.harvard.edu/urn-3:VIT.BB:4627403,"Madonna and Child Enthroned with St. John the Baptist, St. Peter and four angels"
3806,"Bassano, Jacopo, il vecchio",1534,3815,http://nrs.harvard.edu/urn-3:VIT.BB:10590317,Christ in the house of Martha and Mary
3807,"Tintoretto, Jacopo",1537,3816,http://nrs.harvard.edu/urn-3:VIT.BB:10593475,Flagellation of Christ
3808,"Bassano, Jacopo, il vecchio",1590,3817,http://nrs.harvard.edu/urn-3:VIT.BB:10590345,Bearded man
3809,"School of Romano, Giulio",1501,3818,http://nrs.harvard.edu/urn-3:VIT.BB:8088924,Battle scene
3810,"Attributed to Santacroce, Girolamo da",1500,3819,http://nrs.harvard.edu/urn-3:VIT.BB:8735674,Madonna and Child with St. John the Evangelist (?) and St. Mary Magdalene
3811,School of Correggio,1500,3820,http://nrs.harvard.edu/urn-3:VIT.BB:10586650,Madonna and Child
3812,Anonymous painter of Central Italy,1501,3821,http://nrs.harvard.edu/urn-3:VIT.BB:8095365,God Blessing surrounded by cherubs
3813,"Ghirlandaio, Ridolfo",1526,3822,http://nrs.harvard.edu/urn-3:VIT.BB:4894618,Bust of a man wearing a cap
3814,"Franco, Battista",1530,3823,http://nrs.harvard.edu/urn-3:VIT.BB:10593292,Christ before Caiaphas
3815,Jacobello del Fiore,1394,3824,http://nrs.harvard.edu/urn-3:VIT.BB:8707905,Lamentation over the dead Christ with St. Helena
3816,School of Raphael,1501,3825,http://nrs.harvard.edu/urn-3:VIT.BB:8088808,Head of a horse
3817,"Vanni, Lippo",1344,3826,http://nrs.harvard.edu/urn-3:VIT.BB:9297217,St. Agatha
3818,"Anonymous painter of Florence, 15th century",1401,3827,http://nrs.harvard.edu/urn-3:VIT.BB:4904726,Madonna and Child
3819,Follower of Andrea Vanni,1351,3828,http://nrs.harvard.edu/urn-3:VIT.BB:9297250,Annunciation; Nativity and the Annunciation to the shepherds
3820,? Guariento,1338,3829,http://nrs.harvard.edu/urn-3:VIT.BB:10533995,Madonna and Child enthroned with two angels
3821,"Pino, Marco",1525,3830,http://nrs.harvard.edu/urn-3:VIT.BB:9450721,St. Mary Magdalene
3822,Niccolò da Siena,1441,3831,http://nrs.harvard.edu/urn-3:VIT.BB:8075396,"Christ on the Cross with the Virgin, St. John and angels"
3823,"Anonymous painter of Bologna, 14th century",1390,3832,http://nrs.harvard.edu/urn-3:VIT.BB:10579800,Crucifixion; St. John the Baptist; Mary Magdalene; Annunciation; Madonna and Child Enthroned with St. James the Greater and St. Catherine
3824,"School of Tintoretto, Jacopo",1537,3833,http://nrs.harvard.edu/urn-3:VIT.BB:10592600,Battle of Lepanto
3825,"Francia, Giacomo",1515,3834,http://nrs.harvard.edu/urn-3:VIT.BB:10583198,Madonna and Child
3826,"Mansueti, Giovanni di Niccolò",1485,3835,http://nrs.harvard.edu/urn-3:VIT.BB:8718953,Madonna and Child with two angels
3827,Follower of Duccio,1301,3836,http://nrs.harvard.edu/urn-3:VIT.BB:9295292,Madonna and Child; Bishop saint; Apostle saint
3828,"Circle of Basaiti, Marco",1500,3837,http://nrs.harvard.edu/urn-3:VIT.BB:8735760,"Madonna and Child with St. John the Baptist, St. Peter [?] and a donor"
3829,"Copy after Bellini, Jacopo",1420,3838,http://nrs.harvard.edu/urn-3:VIT.BB:8708035,Portrait of a young man in profile
3830,Parmigianino,1503,3839,http://nrs.harvard.edu/urn-3:VIT.BB:10579990,Head of youth
3831,"Palma, Jacopo, il vecchio",1495,3840,http://nrs.harvard.edu/urn-3:VIT.BB:8748191,The murder of Pompey the Great
3832,Near Raphael,1501,3841,http://nrs.harvard.edu/urn-3:VIT.BB:8087331,Young man holding a letter
3833,"Anonymous painter of Venice, 15th century",1401,3842,http://nrs.harvard.edu/urn-3:VIT.BB:10593687,St. Jerome in the wilderness
3834,"Attributed to Salviati, Francesco",1541,3843,http://nrs.harvard.edu/urn-3:VIT.BB:4903028,Bust of young man
3835,Near Correggio,1500,3844,http://nrs.harvard.edu/urn-3:VIT.BB:10586602,Cupid with two putti
3836,"Circle of Manzuoli, Tommaso",1541,3845,http://nrs.harvard.edu/urn-3:VIT.BB:4903200,St. Catherine of Alexandria; St. Mary Magdalene; St. Barbara
3837,Marco d'Oggiono,1487,3846,http://nrs.harvard.edu/urn-3:VIT.BB:10523204,Salvator Mundi
3838,"Belliniano, Vittore",1521,3847,http://nrs.harvard.edu/urn-3:VIT.BB:8735878,Bust of a man
3839,Follower of Leonardo da Vinci,1501,3848,http://nrs.harvard.edu/urn-3:VIT.BB:4875516,Madonna and Child
3840,Manfredino di Alberto,1276,3849,http://nrs.harvard.edu/urn-3:VIT.BB:4454727,Apostle
3841,"Anonymous painter of Florence, 15th century",1401,3850,http://nrs.harvard.edu/urn-3:VIT.BB:10728566,Christ with the Cross and St. John the Baptist and St. Jerome
3842,"Bartolommeo, Fra",1501,3851,http://nrs.harvard.edu/urn-3:VIT.BB:4895365,"St. John the Baptist, St. John the Evangelist, the Risen Christ"
3843,Manner of Biagio d'Antonio,1476,3852,http://nrs.harvard.edu/urn-3:VIT.BB:4876534,Madonna and Child with an angel
3844,? Bicci di Lorenzo,1400,3853,http://nrs.harvard.edu/urn-3:VIT.BB:4838668,Madonna and Child Enthroned with two angels
3845,"? Urbani, Lodovico",1460,3854,http://nrs.harvard.edu/urn-3:VIT.BB:8075595,Assumption of St. Mary Magdalen
3846,"Near Veronese, Paolo",1548,3855,http://nrs.harvard.edu/urn-3:VIT.BB:10610926,Madonna and Child in glory with saints
3847,"Francia, Giacomo",1515,3856,http://nrs.harvard.edu/urn-3:VIT.BB:10583182,Madonna and Child with two saints
3848,"Near Palma, Jacopo, il vecchio",1499,3857,http://nrs.harvard.edu/urn-3:VIT.BB:8748368,Violin Player
3849,"Attributed to Conte, Jacopo del",1551,3858,http://nrs.harvard.edu/urn-3:VIT.BB:4903370,Michelangelo Buonarroti
3850,"Veronese, Paolo",1550,3859,http://nrs.harvard.edu/urn-3:VIT.BB:10591338,Study of a standing woman
3851,Near Antoniazzo Romano,1495,3860,http://nrs.harvard.edu/urn-3:VIT.BB:8074216,Madonna and Child with the Infant St. John the Baptist
3852,Near Antonio del Massaro da Viterbo,1491,3861,http://nrs.harvard.edu/urn-3:VIT.BB:8083772,Madonna and Child Enthroned
3853,Giampietrino,1520,3862,http://nrs.harvard.edu/urn-3:VIT.BB:10522988,Madonna and Child with St. Jerome
3854,"? Freschi, Paolo di Cristoforo dei",1578,3863,http://nrs.harvard.edu/urn-3:VIT.BB:10593110,Man in front of a view of Venice [?]
3855,"Anselmi, Michelangelo",1512,3864,http://nrs.harvard.edu/urn-3:VIT.BB:10580226,"Madonna and Child with St. Francis, an angel, and a shepherd"
3856,"Attributed to Anonymous painter of Umbria, 15th century",1401,3865,http://nrs.harvard.edu/urn-3:VIT.BB:8095081,"St. Anne, the Virgin and Child Enthroned with seven saints"
3857,"Sarto, Andrea del",1526,3866,http://nrs.harvard.edu/urn-3:VIT.BB:4895262,Female figure or saint
3858,"Near Signorelli, Luca",1491,3867,http://nrs.harvard.edu/urn-3:VIT.BB:8074340,Studies for figures seen from below
3859,"Anonymous painter of Florence, 15th century",1476,3868,http://nrs.harvard.edu/urn-3:VIT.BB:4904866,Virgin adoring the Christ Child with the Infant St. John
3860,Near Bramantino,1480,3869,http://nrs.harvard.edu/urn-3:VIT.BB:10519758,Greek lesson
3861,Guillelmus Galeazzo da Cremona,1464,3870,http://nrs.harvard.edu/urn-3:VIT.BB:10519788,Madonna and Child Enthroned
3862,"Boccaccino, Boccaccio",1501,3871,http://nrs.harvard.edu/urn-3:VIT.BB:10526109,"St. Peter as pope, St. Paul, a bishop saint and a donor"
3863,Simone dei Crocifissi,1355,3872,http://nrs.harvard.edu/urn-3:VIT.BB:10542135,Crucifixion
3864,"Tintoretto, Jacopo",1537,3874,http://nrs.harvard.edu/urn-3:VIT.BB:10592664,Bearded man in fur trimmed coat
3865,Near Raphael,1880,3875,http://nrs.harvard.edu/urn-3:VIT.BB:8088662,Man holding a book
3866,Near Piero di Cosimo,1491,3876,http://nrs.harvard.edu/urn-3:VIT.BB:4893438,Madonna and Child
3867,Jacopo del Casentino,1326,3877,http://nrs.harvard.edu/urn-3:VIT.BB:4627285,St. John the Baptist; St. Reparata
3868,"Mainardi, Bastiano",1491,3878,http://nrs.harvard.edu/urn-3:VIT.BB:4875602,Adoration of the Child with St. Joseph
3869,Girolamo di Benvenuto,1490,3879,http://nrs.harvard.edu/urn-3:VIT.BB:9434934,Augustus
3870,? Romanino,1508,3880,http://nrs.harvard.edu/urn-3:VIT.BB:10523494,St. John the Evangelist
3871,"Martini, Simone",1301,3881,http://nrs.harvard.edu/urn-3:VIT.BB:9295218,Biccherna: Guidoriccio da Fogliano
3872,Studio of Jacopo di Cione,1351,3882,http://nrs.harvard.edu/urn-3:VIT.BB:4626920,Madonna and Child Enthroned with six saints and two angels
3873,Falsely attributed to Pietro di Giovanni d'Ambrogio,1426,3883,http://nrs.harvard.edu/urn-3:VIT.BB:9429229,Madonna and Child with two angels
3874,Follower of Giovanni del Biondo,1356,3884,http://nrs.harvard.edu/urn-3:VIT.BB:4627131,Christ on the Cross; Christ Blessing
3875,"Near Scaletti, Leonardo di Zanino",1457,3885,http://nrs.harvard.edu/urn-3:VIT.BB:10541666,Lovers in a loggia
3876,"Anonymous painter of Verona, 15th century",1401,3886,http://nrs.harvard.edu/urn-3:VIT.BB:10533849,Madonna and Child with two angels
3877,Master of the Bracciolini Chapel,1391,3887,http://nrs.harvard.edu/urn-3:VIT.BB:4904668,Coronation of the Virgin
3878,"School of Pitati, Bonifazio",1515,3888,http://nrs.harvard.edu/urn-3:VIT.BB:10590407,Jacob receiving Isaac's blessing
3879,"Manner of Bronzino, Agnolo",1952,3889,http://nrs.harvard.edu/urn-3:VIT.BB:4901422,Portrait of a lady
3880,"? Melzi, Francesco",1508,3890,http://nrs.harvard.edu/urn-3:VIT.BB:10523082,Madonna and Child with a vase of flowers
3881,"Anonymous painter of Lombardy, 16th century",1501,3891,http://nrs.harvard.edu/urn-3:VIT.BB:10530834,Deposition of Christ
3882,"Near Pisanello, Antonio",1441,3892,http://nrs.harvard.edu/urn-3:VIT.BB:10531003,Pelican
3883,"Gozzoli, Benozzo",1445,3893,http://nrs.harvard.edu/urn-3:VIT.BB:4870421,Christ on the Cross with saints
3884,Copy after Titian,1510,3894,http://nrs.harvard.edu/urn-3:VIT.BB:10582414,Francesco Maria della Rovere in armor
3885,"Workshop of Bachiacca, Francesco Ubertini",1541,3895,http://nrs.harvard.edu/urn-3:VIT.BB:4894310,God creating the animals
3886,Correggio,1500,3896,http://nrs.harvard.edu/urn-3:VIT.BB:10586692,Madonna and Child
3887,"Diana, Benedetto",1482,3897,http://nrs.harvard.edu/urn-3:VIT.BB:8719015,Madonna and Child in landscape
3888,Sodoma,1970,3898,http://nrs.harvard.edu/urn-3:VIT.BB:9435950,Study for a soldier's head in the Resurrection at Capodimonte
3889,Lorenzo di Niccolò,1392,3899,http://nrs.harvard.edu/urn-3:VIT.BB:4828095,Christ on the Cross with four angels
3890,Garofalo (Benvenuto Tisi),1500,3900,http://nrs.harvard.edu/urn-3:VIT.BB:10586368,Self-portrait as King David
3891,"Piazza, Alberto",1520,3901,http://nrs.harvard.edu/urn-3:VIT.BB:10521923,Adoration of the shepherds
3892,"Circle of Bellini, Giovanni",1451,3902,http://nrs.harvard.edu/urn-3:VIT.BB:8717821,Portrait of a young man
3893,Neri di Bicci,1451,3903,http://nrs.harvard.edu/urn-3:VIT.BB:4870625,Nativity with St. John the Baptist and Annunciation to the shepherds
3894,? Girolamo di Giovanni da Camerino,1451,3904,http://nrs.harvard.edu/urn-3:VIT.BB:8075552,Madonna of Mercy with God the Father and two angels
3895,Gaspare da Pesaro,1441,3905,http://nrs.harvard.edu/urn-3:VIT.BB:9453042,St. John the Evangelist
3896,"Luini, Bernardino",1480,3906,http://nrs.harvard.edu/urn-3:VIT.BB:10522157,Head of a child
3897,Jacobello del Fiore,1400,3907,http://nrs.harvard.edu/urn-3:VIT.BB:8707783,St. Peter Martyr and his martyrdom
3898,"Attributed to Zaganelli, Francesco di Bosio",1501,3908,http://nrs.harvard.edu/urn-3:VIT.BB:8083778,Madonna and Child with St. Francis
3899,Bettino da Prato,1301,3909,http://nrs.harvard.edu/urn-3:VIT.BB:10728572,Madonna and Child Enthroned with a bishop saint and St. Francis; Christ on the Cross with the Virgin and St. John the Evangelist; Angel of Annunciation; Madonna of mercy; Virgin Annunciate
3900,Polidoro da Lanciano,1535,3910,http://nrs.harvard.edu/urn-3:VIT.BB:10611407,Madonna and Child in landscape adored by two angels
3901,"Traini, Francesco",1320,3911,http://nrs.harvard.edu/urn-3:VIT.BB:9297608,Madonna and Child
3902,Raffaellino del Garbo,1491,3912,http://nrs.harvard.edu/urn-3:VIT.BB:4893375,Madonna and Child with the Infant St. John the Baptist and an angel
3903,"Near Credi, Lorenzo di",1490,3913,http://nrs.harvard.edu/urn-3:VIT.BB:4870775,"Virgin adoring the Christ Child with St. Joseph, the Infant St. John and angels"
3904,"Circle of Vaga, Perino del",1551,3914,http://nrs.harvard.edu/urn-3:VIT.BB:8095135,Holy Family
3905,Correggio,1500,3915,http://nrs.harvard.edu/urn-3:VIT.BB:10586654,Holy Family with St. Elizabeth and the Infant St. John
3906,"Workshop of Daddi, Bernardo",1337,3916,http://nrs.harvard.edu/urn-3:VIT.BB:4627347,Madonna and Child Enthroned with saints and angels
3907,"Mancini, Domenico",1506,3917,http://nrs.harvard.edu/urn-3:VIT.BB:8738244,Two lovers
3908,Circle of Giorgione,1500,3918,http://nrs.harvard.edu/urn-3:VIT.BB:8738096,Farmhouse
3909,"Attributed to Francia, Francesco",1491,3919,http://nrs.harvard.edu/urn-3:VIT.BB:10583268,Madonna and Child
3910,? Titian,1510,3920,http://nrs.harvard.edu/urn-3:VIT.BB:10582181,Bust of a man
3911,Giovanni Francesco da Rimini,1441,3921,http://nrs.harvard.edu/urn-3:VIT.BB:8075673,Madonna and Child
3912,"Attributed to Moroni, Giovanni Battista",1551,3922,http://nrs.harvard.edu/urn-3:VIT.BB:10525919,St. Mary Magdalen
3913,"Near Veronese, Paolo",1548,3923,http://nrs.harvard.edu/urn-3:VIT.BB:10591284,Saint with outstretched arms and kneeling figures
3914,Copy after Marco d'Oggiono,1487,3924,http://nrs.harvard.edu/urn-3:VIT.BB:10523120,Christ being supported by St. John the Evangelist with symbols of the Passion
3915,"Francia, Francesco",1485,3925,http://nrs.harvard.edu/urn-3:VIT.BB:10583088,Madonna and Child
3916,"Licinio, Bernardino",1500,3926,http://nrs.harvard.edu/urn-3:VIT.BB:8747160,Lamentation over the dead Christ
3917,Neri di Bicci,1451,3927,http://nrs.harvard.edu/urn-3:VIT.BB:4870563,Madonna and Child with the infant St. John the Baptist
3918,"Dossi, Battista",1517,3928,http://nrs.harvard.edu/urn-3:VIT.BB:10582976,Holy family
3919,Pordenone,1500,3929,http://nrs.harvard.edu/urn-3:VIT.BB:8748373,Madonna and Child with St. Francis and putto in landscape
3920,Bernardino da Parenzo,1450,3930,http://nrs.harvard.edu/urn-3:VIT.BB:10536178,Battle scene
3921,"Boldrini, Leonardo",1452,3931,http://nrs.harvard.edu/urn-3:VIT.BB:8719107,St. John the Baptist
3922,"Vivarini, Alvise",1476,3932,http://nrs.harvard.edu/urn-3:VIT.BB:8718163,Madonna and Child
3923,Bernardino da Parenzo,1450,3933,http://nrs.harvard.edu/urn-3:VIT.BB:10536150,Crucifixion
3924,Jacopo del Casentino,1326,3934,http://nrs.harvard.edu/urn-3:VIT.BB:4627303,St. John the Baptist
3925,"Follower of Bellini, Gentile",1451,3935,http://nrs.harvard.edu/urn-3:VIT.BB:8705960,Adoration of the Magi
3926,"Marascalchi, Pietro de'",1564,3936,http://nrs.harvard.edu/urn-3:VIT.BB:10590647,Madonna enthroned with St. James and St. Prosdocimo
3927,Near Andrea di Giusto,1401,3937,http://nrs.harvard.edu/urn-3:VIT.BB:4838869,Madonna and Child with four saints and two angels
3928,"Boltraffio, Giovanni Antonio",1487,3938,http://nrs.harvard.edu/urn-3:VIT.BB:10523202,Head of Christ
3929,Parmigianino,1503,3939,http://nrs.harvard.edu/urn-3:VIT.BB:10579982,Heads of a warrior and two youths
3930,"? Alfani, Domenico",1501,3940,http://nrs.harvard.edu/urn-3:VIT.BB:8087813,Entombment of Christ
3931,"Signorelli, Luca",1491,3941,http://nrs.harvard.edu/urn-3:VIT.BB:8074354,"Standing man wearing a mantle, seen from behind; head of sleeping figure"
3932,"Anonymous painter of Florence, 16th century",1551,3942,http://nrs.harvard.edu/urn-3:VIT.BB:4904149,Bearded man with a small book
3933,Anonymous Veneto-Cretan painter,1355,3943,http://nrs.harvard.edu/urn-3:VIT.BB:10593949,Crucifixion of Gestas
3934,"Marziale, Marco",1504,3944,http://nrs.harvard.edu/urn-3:VIT.BB:8720243,Adoration of the Magi
3935,"Circle of Bastiani, Lazzaro",1451,3945,http://nrs.harvard.edu/urn-3:VIT.BB:8718917,St. Anthony and Centaur
3936,"Copy after Sarto, Andrea del",1541,3946,http://nrs.harvard.edu/urn-3:VIT.BB:4895421,Holy Family
3937,Cenni di Francesco di Ser Cenni,1369,3947,http://nrs.harvard.edu/urn-3:VIT.BB:4827913,Madonna and Child Enthroned with eight saints and six angels; Man of Sorrows flanked by Mary and St. John the Evangelist
3938,"Vaga, Perino del",1541,3948,http://nrs.harvard.edu/urn-3:VIT.BB:8095179,Two putti
3939,"Follower of Pinturicchio, Bernardino",1501,3949,http://nrs.harvard.edu/urn-3:VIT.BB:8074574,Six seated cardinals
3940,"Licinio, Bernardino",1500,3950,http://nrs.harvard.edu/urn-3:VIT.BB:8747268,Judith with the head of Holofernes
3941,Anonymous painter of Central Italy,1401,3951,http://nrs.harvard.edu/urn-3:VIT.BB:8095347,Madonna and Child Enthroned with two angels
3942,"Costa, Lorenzo di Ottavio",1483,3952,http://nrs.harvard.edu/urn-3:VIT.BB:10583024,Sketches for a procession
3943,Sano di Pietro,1425,3953,http://nrs.harvard.edu/urn-3:VIT.BB:9431118,St. Jerome
3944,Near Giovanni Francesco da Rimini,1441,3954,http://nrs.harvard.edu/urn-3:VIT.BB:8075708,Madonna and Child
3945,"Workshop of Mantegna, Andrea",1451,3955,http://nrs.harvard.edu/urn-3:VIT.BB:10728810,Judith with the head of Holofernes
3946,"Zenale, Bernardo",1484,3956,http://nrs.harvard.edu/urn-3:VIT.BB:10519498,St. Catherine of Alexandria
3947,"Santacroce, Girolamo da",1500,3957,http://nrs.harvard.edu/urn-3:VIT.BB:8735580,Madonna and Child Blessing
3948,Master of the Misericordia,1350,3958,http://nrs.harvard.edu/urn-3:VIT.BB:4904652,Martyr saint
3949,"Circle of Lotto, Lorenzo",1500,3959,http://nrs.harvard.edu/urn-3:VIT.BB:8747040,Double portrait
3950,Near Raffaellino del Garbo,1491,3960,http://nrs.harvard.edu/urn-3:VIT.BB:4891420,King David praying; Job and his consolers
3951,"Piazza, Alberto",1510,3961,http://nrs.harvard.edu/urn-3:VIT.BB:10521929,St. Lawrence being condemned by the prefect of Rome
3952,"Lotto, Lorenzo",1500,3962,http://nrs.harvard.edu/urn-3:VIT.BB:8746956,Scene of martyrdom
3953,"Anselmi, Michelangelo",1512,3963,http://nrs.harvard.edu/urn-3:VIT.BB:10580222,Adoration of the shepherds
3954,Correggio,1500,3964,http://nrs.harvard.edu/urn-3:VIT.BB:10586652,Madonna and Child
3955,"Follower of Bulgarini, Bartolommeo",1341,3965,http://nrs.harvard.edu/urn-3:VIT.BB:9295522,St. John the Baptist; Bishop saint; St. Dominic; Saint
3956,"? Anonymous painter of Florence, 15th century",1401,3966,http://nrs.harvard.edu/urn-3:VIT.BB:4904756,Head of man in profile
3957,Moretto da Brescia,1516,3968,http://nrs.harvard.edu/urn-3:VIT.BB:10526298,King David
3958,"School of Veronese, Paolo",1500,3969,http://nrs.harvard.edu/urn-3:VIT.BB:10591108,Profile portrait of a man
3959,Innocenzo da Imola,1508,3970,http://nrs.harvard.edu/urn-3:VIT.BB:10580234,Holy family with the Infant St. John and St. Elizabeth
3960,"Attributed to Luini, Bernardino",1480,3971,http://nrs.harvard.edu/urn-3:VIT.BB:10522155,Three angels
3961,"Near Boltraffio, Giovanni Antonio",1487,3972,http://nrs.harvard.edu/urn-3:VIT.BB:10523210,Madonna and Child in a landscape with two saints
